,benchmark,conf_effective_cache_size,conf_effective_io_concurrency,conf_maintenance_work_mem,conf_max_parallel_workers,conf_random_page_cost,conf_seq_page_cost,conf_temp_buffers,conf_work_mem,queryTime_1,queryTime_10,queryTime_11,queryTime_12,queryTime_13,queryTime_14,queryTime_15,queryTime_16,queryTime_17_rewritten,queryTime_19,queryTime_2,queryTime_20_rewritten,queryTime_22,queryTime_3,queryTime_4,queryTime_5,queryTime_6,queryTime_7,queryTime_8,queryTime_9,queryTime_Total,scale_factor,timestamp
17,tpch,4GB,37.0,6234MB,5.0,5.0,5.0,210MB,3915MB,151.74852013587955,49.80829787254334,9.090049028396605,40.554791688919074,50.79755759239197,41.969143629074104,83.8837113380432,23.961446285247803,74.27323603630066,40.127000331878655,14.719681739807127,41.32379174232483,10.03053092956543,45.265650987625115,26.57081365585327,43.34998035430908,36.34278392791747,42.975284576416016,45.15047693252564,69.4499089717865,941.3926577568054,30.0,1560197025
18,tpch,6GB,159.0,830MB,5.0,3.0,11.0,905MB,636MB,148.62470650672913,47.26112055778504,13.771589040756226,41.18779873847962,56.05302333831787,32.54435563087464,76.57010698318481,36.65040040016174,74.78141021728516,41.6935715675354,28.702476739883426,35.70171523094177,13.072338104248047,42.01907896995544,442.0507640838623,45.78008675575256,35.05629014968872,45.07140302658081,52.73419165611267,67.11582374572754,1376.442251443863,30.0,1560198567
19,tpch,4GB,122.0,839MB,8.0,12.0,7.0,172MB,691MB,145.65277791023252,48.34269142150879,9.82083797454834,60.63636040687561,51.81852221488953,32.64426040649414,71.18088746070863,21.031804561614987,71.35113883018494,40.85342359542847,15.51223349571228,36.006778001785285,13.136393308639526,42.487267732620246,199.70064449310303,47.84205651283264,34.9486722946167,47.12317967414856,44.56707239151001,65.89658570289612,1100.5535883903503,30.0,1560199822
20,tpch,6GB,15.0,6997MB,1.0,4.0,3.0,372MB,3928MB,162.59240770339966,49.48104310035706,9.036780118942259,43.996106386184685,51.76203942298889,33.49608874320984,85.4683084487915,22.35994267463684,73.62252998352052,45.574378490448,13.345815181732178,38.69279956817628,18.35611033439636,47.87376928329468,27.677475452423096,48.649598360061646,36.229557752609246,47.94962167739868,46.63223838806152,70.25337982177734,973.0499908924104,30.0,1560200984
21,tpch,4GB,86.0,4452MB,1.0,3.0,5.0,844MB,257MB,164.64707040786743,46.90086889266968,9.666199684143066,42.71264863014221,41.320734977722175,34.468317985534675,85.36316061019896,23.63541984558105,72.21006464958191,43.5758056640625,14.770819664001465,38.13728165626526,21.39539909362793,45.91330313682556,439.8418633937836,47.47673463821411,36.129336357116706,47.49169325828552,52.74103093147278,107.0071301460266,1415.4048836231232,30.0,1560202560
22,tpch,4GB,242.0,3345MB,3.0,2.0,6.0,344MB,3233MB,146.48790979385373,47.143166065216064,9.118163108825684,43.092130422592156,53.57765817642212,32.57527184486389,78.66927242279053,22.849522352218628,74.53981494903564,41.594295263290405,13.53021764755249,35.81708097457886,11.338781833648682,42.474697589874275,439.52132630348206,47.12518858909607,34.850849390029914,46.79907250404358,52.610161781311035,62.26005983352661,1335.9746408462524,30.0,1560204068
23,tpch,8GB,57.0,175MB,5.0,8.0,6.0,117MB,1420MB,145.71003580093384,46.50599336624146,8.011264562606813,41.358121633529656,51.69415545463562,32.038435697555535,76.24915146827699,22.6101667881012,71.6913833618164,42.02310299873353,13.397335767745972,36.11233139038086,9.689073085784912,42.63815355300903,26.673728466033936,44.447250604629524,34.25930833816528,44.37820839881897,43.96262717247009,60.967095613479614,894.4169235229492,30.0,1560205129
24,tpch,5GB,27.0,7332MB,4.0,11.0,16.0,561MB,1465MB,147.30149626731873,48.467777729034424,12.834095239639282,43.200989484786994,53.7084584236145,32.20301628112793,83.47944498062135,24.81841945648193,71.94333600997925,42.527468919754035,13.025751829147339,36.417311668396,9.779007673263552,43.135906457901,444.6120319366455,45.64949345588684,35.36958312988281,45.48183274269104,48.086112260818474,66.74854636192322,1348.7900803089142,30.0,1560206642
25,tpch,3GB,182.0,5645MB,4.0,5.0,2.0,509MB,3800MB,149.8144989013672,47.20461010932922,8.378705263137817,51.173828840255744,51.45846176147461,33.00895166397095,78.10759472846983,24.99658203125,72.35987377166748,41.78511190414429,13.550209999084473,36.56817269325256,10.052939176559446,44.28402042388916,25.4383704662323,44.39826989173889,34.938784837722785,44.9238383769989,47.0718138217926,62.53985595703125,922.0544946193696,30.0,1560207727
26,tpch,8GB,57.0,175MB,5.0,8.0,6.0,117MB,1420MB,148.03566694259644,49.362223625183105,8.367588758468628,42.9513897895813,50.8333842754364,33.420567989349365,78.12166357040404,24.56849026679993,71.844801902771,41.20607423782349,13.621638774871824,36.15545105934143,10.446244478225706,42.52232718467712,27.30182123184204,44.20737338066101,34.880274057388306,46.555168628692634,44.70265650749207,62.41775870323181,911.5225653648376,30.0,1560208811
